※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2024/2/22,0:00,3173,0,1537,1019,,65,0,0,35,0,0,518
2024/2/22,1:00,3228,0,1802,1001,,65,0,0,30,0,0,331
2024/2/22,2:00,3407,0,1854,989,,64,0,0,41,0,0,460
2024/2/22,3:00,3555,0,1900,960,,65,0,0,47,0,0,585
2024/2/22,4:00,3592,0,1914,985,,64,0,0,46,0,0,583
2024/2/22,5:00,3591,0,1890,999,,65,0,0,46,0,0,591
2024/2/22,6:00,3650,0,1950,972,,64,1,0,46,0,0,618
2024/2/22,7:00,3721,0,1907,977,,65,22,0,47,0,0,705
2024/2/22,8:00,4048,0,1827,1003,,64,55,0,48,0,0,1051
2024/2/22,9:00,4290,0,1910,1028,,65,101,0,49,0,49,1089
2024/2/22,10:00,4248,0,1799,1015,,64,251,0,47,0,45,1028
2024/2/22,11:00,4165,0,1752,1046,,65,323,0,46,0,0,935
2024/2/22,12:00,3906,0,1607,1082,,65,349,0,44,0,0,760
2024/2/22,13:00,3972,0,1492,1064,,64,539,0,41,0,0,774
2024/2/22,14:00,3945,0,1780,1103,,65,257,0,39,0,0,702
2024/2/22,15:00,3941,0,1860,1175,,64,130,0,42,0,0,672
2024/2/22,16:00,3975,0,1926,1080,,61,59,0,37,0,3,811
2024/2/22,17:00,3927,0,1794,1120,,59,7,0,34,0,93,821
2024/2/22,18:00,3907,0,1885,1104,,59,0,0,30,0,94,735
2024/2/22,19:00,3770,0,1854,1094,,59,0,0,31,0,68,665
2024/2/22,20:00,3654,0,1807,1181,,58,0,0,34,0,0,574
2024/2/22,21:00,3513,0,1847,1164,,59,0,0,31,0,0,413
2024/2/22,22:00,3444,0,1788,1137,,60,0,0,28,0,0,432
2024/2/22,23:00,3383,0,1745,1188,,60,0,0,25,0,0,366
2024/2/23,0:00,3298,0,1789,1155,,59,0,0,14,0,0,282
2024/2/23,1:00,3356,0,1771,1126,,60,0,0,21,0,0,379
2024/2/23,2:00,3537,0,1796,1155,,59,0,0,17,0,0,510
2024/2/23,3:00,3644,0,1798,1188,,60,0,0,21,0,0,578
2024/2/23,4:00,3629,0,1836,1215,,59,0,0,29,0,0,491
2024/2/23,5:00,3542,0,1892,1227,,60,0,0,35,0,0,329
2024/2/23,6:00,3419,0,1795,1201,,59,1,0,37,0,2,324
2024/2/23,7:00,3427,0,1559,1207,,59,28,0,36,0,94,446
2024/2/23,8:00,3613,0,1716,1193,,60,82,0,34,0,93,436
2024/2/23,9:00,3760,0,1837,1177,,59,188,0,30,0,92,379
2024/2/23,10:00,3716,0,1840,1207,,60,240,0,29,0,0,342
2024/2/23,11:00,3647,0,1708,1142,,59,327,0,26,0,0,385
2024/2/23,12:00,3499,0,1451,1099,,60,314,0,25,0,0,551
2024/2/23,13:00,3488,0,1481,1032,,59,287,0,21,0,0,609
2024/2/23,14:00,3462,0,1405,1114,,60,250,0,23,0,0,611
2024/2/23,15:00,3427,0,1478,1074,,60,192,0,30,0,0,594
2024/2/23,16:00,3515,0,1633,1111,,59,93,0,25,0,0,595
2024/2/23,17:00,3618,0,1808,1114,,60,17,0,28,0,0,592
2024/2/23,18:00,3673,0,1920,1078,,59,0,0,16,0,49,550
2024/2/23,19:00,3608,0,1829,1200,,60,0,0,16,0,26,477
2024/2/23,20:00,3519,0,1822,1188,,60,0,0,13,0,0,437
2024/2/23,21:00,3431,0,1798,1096,,60,0,0,12,0,0,466
2024/2/23,22:00,3362,0,1794,1038,,59,0,0,15,0,0,457
2024/2/23,23:00,3320,0,1748,1028,,59,0,0,15,0,0,471
2024/2/24,0:00,3228,0,1767,1066,,61,0,0,15,0,0,321
2024/2/24,1:00,3288,0,1708,1138,,61,0,0,15,0,0,367
2024/2/24,2:00,3446,0,1837,1121,,59,0,0,12,0,3,415
2024/2/24,3:00,3530,0,1956,1165,,60,0,0,10,0,93,247
2024/2/24,4:00,3524,0,1915,1184,,60,0,0,11,0,95,260
2024/2/24,5:00,3404,0,1960,1136,,60,0,0,15,0,49,184
2024/2/24,6:00,3280,0,1970,1128,,59,6,0,18,0,0,99
2024/2/24,7:00,3260,0,1873,1111,,60,92,0,16,0,0,109
2024/2/24,8:00,3294,0,1632,1127,,59,246,0,9,0,0,222
2024/2/24,9:00,3370,0,1523,1147,,60,491,0,11,0,0,140
2024/2/24,10:00,3280,0,1333,1130,,59,654,0,18,0,0,87
2024/2/24,11:00,3178,0,1201,1213,,59,721,0,19,0,0,-34
2024/2/24,12:00,3101,0,1132,1151,,57,715,0,20,0,-121,147
2024/2/24,13:00,3009,0,1169,1151,,59,632,0,19,0,0,-20
2024/2/24,14:00,2964,0,1250,1078,,59,516,0,21,0,0,42
2024/2/24,15:00,2954,0,1424,1077,,58,354,0,21,0,0,22
2024/2/24,16:00,3019,0,1531,1139,,59,157,0,24,0,26,84
2024/2/24,17:00,3185,0,1631,1200,,58,29,0,21,0,50,197
2024/2/24,18:00,3327,0,1922,1209,,60,0,0,17,0,92,28
2024/2/24,19:00,3304,0,1961,1172,,58,0,0,17,0,93,4
2024/2/24,20:00,3242,0,1865,1163,,58,0,0,13,0,35,109
2024/2/24,21:00,3139,0,1861,1090,,59,0,0,8,0,0,122
2024/2/24,22:00,3092,0,1904,1058,,59,0,0,5,0,0,67
2024/2/24,23:00,3077,0,1833,993,,58,0,0,9,0,0,184
2024/2/25,0:00,3034,0,1530,989,,60,0,0,15,0,0,441
2024/2/25,1:00,3080,0,1534,1024,,59,0,0,22,0,0,442
2024/2/25,2:00,3227,0,1597,1074,,58,0,0,23,0,0,476
2024/2/25,3:00,3318,0,1607,1147,,60,0,0,22,0,0,482
2024/2/25,4:00,3258,0,1526,1114,,59,0,0,19,0,0,541
2024/2/25,5:00,3137,0,1600,1223,,58,0,0,17,0,0,239
2024/2/25,6:00,3013,0,1564,1278,,59,1,0,9,0,0,102
2024/2/25,7:00,3011,0,1629,1267,,58,23,0,5,0,0,30
2024/2/25,8:00,3147,0,1659,1114,,59,50,0,3,0,0,264
2024/2/25,9:00,3293,0,1679,1043,,58,83,0,2,0,0,429
2024/2/25,10:00,3274,0,1564,1005,,59,147,0,2,0,0,498
2024/2/25,11:00,3192,0,1530,930,,58,198,0,2,0,0,476
2024/2/25,12:00,3108,0,1358,889,,59,252,0,0,0,0,550
2024/2/25,13:00,3050,0,1329,912,,59,219,0,0,0,0,531
2024/2/25,14:00,3015,0,1321,1017,,59,116,0,0,0,0,503
2024/2/25,15:00,3030,0,1303,1123,,59,70,0,1,0,0,475
2024/2/25,16:00,3123,0,1411,1180,,59,40,0,1,0,2,431
2024/2/25,17:00,3291,0,1675,1182,,59,7,0,2,0,92,275
2024/2/25,18:00,3394,0,1863,1253,,59,0,0,3,0,93,124
2024/2/25,19:00,3341,0,1929,1202,,59,0,0,3,0,92,56
2024/2/25,20:00,3237,0,1747,1119,,59,0,0,4,0,92,217
2024/2/25,21:00,3091,0,1623,1096,,58,0,0,5,0,33,277
2024/2/25,22:00,2988,0,1631,1090,,58,0,0,7,0,0,203
2024/2/25,23:00,2970,0,1525,1159,,59,0,0,10,0,0,218
2024/2/26,0:00,2942,0,1383,942,,59,0,0,9,0,0,549
2024/2/26,1:00,3030,0,1335,1077,,59,0,0,9,0,0,551
2024/2/26,2:00,3215,0,1327,1142,,59,0,0,11,0,0,677
2024/2/26,3:00,3374,0,1383,1168,,59,0,0,13,0,0,752
2024/2/26,4:00,3400,0,1330,1213,,59,0,0,16,0,0,782
2024/2/26,5:00,3423,0,1381,1306,,59,0,0,13,0,0,664
2024/2/26,6:00,3536,0,1517,1539,,59,6,0,14,0,26,377
2024/2/26,7:00,3650,0,1594,1287,,58,87,0,13,0,25,589
2024/2/26,8:00,3906,0,1418,1028,,58,287,0,11,0,0,1105
2024/2/26,9:00,4160,0,1466,990,,59,501,0,15,0,0,1129
2024/2/26,10:00,4097,0,1425,937,,59,548,0,30,0,0,1098
2024/2/26,11:00,4002,0,1372,887,,60,521,0,35,0,0,1128
2024/2/26,12:00,3866,0,1332,861,,59,539,0,39,0,0,1037
2024/2/26,13:00,3920,0,1428,853,,59,424,0,24,0,0,1133
2024/2/26,14:00,3957,0,1484,879,,60,365,0,36,0,0,1134
2024/2/26,15:00,3958,0,1563,921,,59,208,0,41,0,0,1166
2024/2/26,16:00,4006,0,1839,1048,,59,89,0,41,0,2,929
2024/2/26,17:00,3965,0,1897,1090,,59,16,0,38,0,92,774
2024/2/26,18:00,3994,0,1934,1140,,60,0,0,43,0,92,726
2024/2/26,19:00,3870,0,1992,1165,,59,0,0,38,0,92,525
2024/2/26,20:00,3770,0,2002,1164,,58,0,0,39,0,73,435
2024/2/26,21:00,3649,0,2005,1271,,60,0,0,30,0,0,284
2024/2/26,22:00,3565,0,1882,1003,,58,0,0,38,0,0,585
2024/2/26,23:00,3520,0,1773,916,,58,0,0,35,0,0,739
2024/2/27,0:00,3449,0,1777,887,,58,0,0,32,0,0,696
2024/2/27,1:00,3511,0,1679,923,,59,0,0,43,0,0,808
2024/2/27,2:00,3680,0,1810,976,,58,0,0,44,0,0,793
2024/2/27,3:00,3771,0,1843,1029,,59,0,0,43,0,0,797
2024/2/27,4:00,3753,0,1917,1102,,58,0,0,34,0,0,643
2024/2/27,5:00,3743,0,1968,1138,,59,0,0,18,0,0,560
2024/2/27,6:00,3868,0,1981,1174,,59,3,0,27,0,0,625
2024/2/27,7:00,4022,0,1996,1164,,58,38,0,29,0,0,738
2024/2/27,8:00,4386,0,2005,1203,,59,140,0,23,0,0,956
2024/2/27,9:00,4520,0,1998,1056,,58,337,0,21,0,0,1051
2024/2/27,10:00,4410,0,1927,962,,59,493,0,21,0,0,949
2024/2/27,11:00,4297,0,1855,873,,60,620,0,29,0,0,861
2024/2/27,12:00,4028,0,1787,868,,58,697,0,42,0,0,577
2024/2/27,13:00,4111,0,1895,893,,58,686,0,46,0,0,535
2024/2/27,14:00,4067,0,1984,882,,59,599,0,40,0,0,504
2024/2/27,15:00,3949,0,1969,917,,59,296,0,41,0,0,668
2024/2/27,16:00,4018,0,2005,1165,,59,127,0,39,0,2,621
2024/2/27,17:00,4033,0,2009,1028,,59,22,0,32,0,92,793
2024/2/27,18:00,4096,0,2008,1025,,58,0,0,35,0,92,879
2024/2/27,19:00,3968,0,2009,1075,,58,0,0,35,0,91,700
2024/2/27,20:00,3852,0,2008,1103,,60,0,0,35,0,91,556
2024/2/27,21:00,3716,0,2007,992,,60,0,0,16,0,35,606
2024/2/27,22:00,3606,0,1883,951,,58,0,0,12,0,0,703
2024/2/27,23:00,3543,0,1777,927,,59,0,0,13,0,0,768
2024/2/28,0:00,3451,0,1867,799,,59,0,0,13,0,0,715
2024/2/28,1:00,3495,0,1808,822,,59,0,0,11,0,0,795
2024/2/28,2:00,3668,0,1905,870,,59,0,0,9,0,0,826
2024/2/28,3:00,3756,0,1992,1013,,59,0,0,8,0,0,685
2024/2/28,4:00,3747,0,1956,1026,,59,0,0,7,0,0,699
2024/2/28,5:00,3717,0,1952,988,,58,0,0,9,0,2,709
2024/2/28,6:00,3799,0,1921,1046,,59,8,0,8,0,90,668
2024/2/28,7:00,3843,0,1883,1161,,59,110,0,6,0,0,625
2024/2/28,8:00,4008,0,1774,1033,,59,333,0,7,0,0,804
2024/2/28,9:00,4056,0,1474,848,,60,610,0,9,0,0,1056
2024/2/28,10:00,4009,0,1572,889,,59,729,0,12,0,0,748
2024/2/28,11:00,3979,0,1577,914,,60,700,0,11,0,0,718
2024/2/28,12:00,3746,0,1620,834,,59,685,0,11,0,0,538
2024/2/28,13:00,3796,0,1626,847,,59,729,0,16,0,0,520
2024/2/28,14:00,3762,0,1624,857,,60,628,0,16,0,0,578
2024/2/28,15:00,3689,0,1670,975,,59,438,0,16,0,0,532
2024/2/28,16:00,3711,0,1751,1009,,59,182,0,15,0,0,697
2024/2/28,17:00,3720,0,1848,1024,,60,26,0,12,0,2,748
2024/2/28,18:00,3793,0,1859,1087,,59,0,0,9,0,91,689
2024/2/28,19:00,3726,0,1927,1117,,60,0,0,9,0,91,523
2024/2/28,20:00,3651,0,1839,1114,,59,0,0,4,0,76,559
2024/2/28,21:00,3561,0,1907,1047,,59,0,0,3,0,0,546
2024/2/28,22:00,3489,0,1820,1028,,60,0,0,5,0,0,576
2024/2/28,23:00,3445,0,1726,970,,60,0,0,7,0,0,683
2024/2/29,0:00,3376,0,1799,982,,60,0,0,4,0,0,532
2024/2/29,1:00,3466,0,1894,909,,61,0,0,1,0,0,603
2024/2/29,2:00,3631,0,1941,915,,61,0,0,1,0,0,714
2024/2/29,3:00,3740,0,1951,957,,60,0,0,2,0,0,770
2024/2/29,4:00,3736,0,1893,1003,,61,0,0,3,0,0,777
2024/2/29,5:00,3730,0,1874,984,,61,0,0,4,0,1,807
2024/2/29,6:00,3851,0,1953,1085,,60,11,0,4,0,50,689
2024/2/29,7:00,3845,0,1968,978,,61,126,0,3,0,50,660
2024/2/29,8:00,4015,0,1879,1018,,60,290,0,5,0,49,715
2024/2/29,9:00,4071,0,1835,851,,61,579,0,5,0,0,741
2024/2/29,10:00,3956,0,1740,770,,60,680,0,8,0,0,699
2024/2/29,11:00,3875,0,1681,913,,60,539,0,11,0,0,672
2024/2/29,12:00,3665,0,1565,916,,61,523,0,14,0,0,587
2024/2/29,13:00,3790,0,1702,1040,,59,287,0,12,0,0,691
2024/2/29,14:00,3810,0,1816,988,,61,170,0,14,0,0,763
2024/2/29,15:00,3802,0,1937,961,,60,86,0,7,0,0,751
2024/2/29,16:00,3838,0,2001,1081,,61,33,0,4,0,48,610
2024/2/29,17:00,3799,0,1999,1100,,60,2,0,5,0,90,543
2024/2/29,18:00,3835,0,2000,1101,,60,0,0,4,0,64,607
2024/2/29,19:00,3755,0,2000,1052,,61,0,0,8,0,0,635
2024/2/29,20:00,3672,0,2000,936,,60,0,0,14,0,0,663
2024/2/29,21:00,3550,0,1947,802,,60,0,0,16,0,0,726
2024/2/29,22:00,3445,0,1815,886,,61,0,0,19,0,0,665
2024/2/29,23:00,3374,0,1743,909,,60,0,0,15,0,0,648
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
